epoch,acc,loss,lr,val_acc,val_loss
33,0.12630262611594584,3.023041149336579,0.0005,0.12520868120985557,3.0716059303442904
34,0.13714047521973907,3.018740207764346,0.0005,0.09348914858096828,3.2174822289079974
35,0.13130471029595664,3.0057486280295787,0.0005,0.10350584307178631,3.193496073227693
36,0.1425593997716357,2.9800216402297917,0.0005,0.09849749582637729,3.162309568194993
37,0.14130887874293793,2.9931785900327452,0.0005,0.11519198671903753,3.140053516238281
38,0.14672780326998894,2.9537573091285134,0.0005,0.11352253756260434,3.121325362703836
39,0.1433930804719275,2.954286941839984,0.0005,0.11686143572621036,3.0890381443679633
40,0.15047936648962745,2.923066734025358,0.0005,0.1352253756260434,3.0352647384140448
41,0.15548145069137817,2.923399470258922,0.0005,0.12020033388981637,3.0605598662253812
42,0.1558982909763043,2.9052959433591776,0.0005,0.11686143572621036,3.104889954469837
43,0.14714464360150062,2.905460291179134,0.0005,0.14524207019149163,3.003153724941069
44,0.16506877874473375,2.8915240172298313,0.0005,0.1335559265442404,3.0190445795680128
45,0.15798249276740792,2.8815912203572105,0.0005,0.11686143580084055,3.090595198394062
46,0.15923301377436577,2.883255830651872,0.0005,0.14023372287145242,3.0281071734547815
47,0.17840766994940235,2.8492254981302927,0.0005,0.12186978297161936,3.0460032656515184
48,0.15631513132334451,2.8782747762806467,0.0005,0.12520868128448576,3.04726159711911
49,0.16298457692567883,2.830114998584889,0.0005,0.14858096835509763,2.98897613746694
50,0.17715714885548484,2.8286987072530017,0.0005,0.12186978297161936,3.0165387433836974
51,0.17507294712338958,2.804648390905516,0.0005,0.12186978304624956,3.1733264063355917
52,0.1713213839285967,2.81303359280531,0.0005,0.11853088488264354,3.0876534649844163
53,0.1713213839285967,2.8005059025793484,0.0005,0.13522537570067358,3.0346605300107266
54,0.1734055857041718,2.7799387422389117,0.0005,0.1318864775370676,3.0347163999617996
55,0.1725719049821401,2.7892702544118126,0.0005,0.14858096835509763,3.015072601267412
56,0.18424343480175365,2.7865016993108815,0.0005,0.14357262110968863,3.032882124832357
57,0.18757815758739227,2.740985420258058,0.0005,0.1318864774624374,3.0593899080470726
58,0.17465610672976387,2.760761629993491,0.0005,0.13188647761169778,3.0285407366458084
59,0.17674030850533895,2.7615956253387273,0.0005,0.1419031720278856,2.9609038499440494
60,0.18299291371404752,2.7299030908399344,0.0005,0.12520868113522537,3.025636747006781
61,0.19508128391175827,2.728131741769814,0.0005,0.1368948247824766,2.972450772191527
62,0.17882451024985702,2.7119151790622076,0.0005,0.13188647761169778,2.9676290891803365
63,0.19049604006015344,2.713101757521826,0.0005,0.1385642738642796,2.995134055116937
64,0.19758232605611348,2.6968808092639662,0.0005,0.1402337229460826,2.9826793041770565
65,0.19049604003530782,2.689708847957832,0.0005,0.15191986644407346,3.0706584178943666
66,0.1942476032114665,2.6859487301610616,0.0005,0.1419031719532554,2.992150096941074
67,0.20341809090846477,2.6848122726733012,0.0005,0.15358931560050665,3.007776878910988
68,0.20591913305903137,2.6378623616352534,0.0005,0.15191986651870365,2.9337005862011534
69,0.20883701544172717,2.6346426020070086,0.0005,0.16193656100952167,2.9532500571121956
70,0.20967069621034443,2.64119030724669,0.0005,0.16694490832956088,2.895907757079263
71,0.20341809091467616,2.6441105571872447,0.0005,0.1669449082549307,2.8895513271051576
72,0.20925385579187306,2.637910635981176,0.0005,0.16193656100952167,2.9362314455895273
73,0.2175906628631164,2.6124263123802067,0.0005,0.16026711192771867,2.9687721788982717
74,0.21592330139420737,2.5960804895342964,0.0005,0.1719532555749699,2.9262639739875604
75,0.21300541894318611,2.605831474301814,0.0005,0.14357262110968863,2.995128436160207
76,0.2138390996434779,2.623132290965371,0.0005,0.1769616027457487,2.9532247453380704
77,0.2288453522487301,2.5630869608016846,0.0005,0.19365609363840897,2.8477318167487446
78,0.23009587329916778,2.578460626574346,0.0005,0.18196995006578792,2.934522900637084
79,0.2246769488155966,2.5836650348296013,0.0005,0.19532554262070503,2.8888542918808673
80,0.23176323474323118,2.582688166927228,0.0005,0.17362270450751252,2.937144745570391
81,0.24051688207766075,2.546615065808791,0.0005,0.17028380649316688,2.908363443782214
82,0.2305127136741593,2.5691998455115983,0.0005,0.18030050090935473,3.01277295934139
83,0.23176323474323118,2.5330386703438736,0.0005,0.19198664455660597,2.980186306375494
84,0.22592746982255446,2.531656386803567,0.0005,0.16527545924775788,3.045479509786692
85,0.24343476449762497,2.527461478440848,0.0005,0.18697829731119694,2.8856455340409317
86,0.23718215925164798,2.4987692448336563,0.0005,0.18864774639299994,2.8566287674370514
87,0.24468528555427407,2.4893010380169707,0.0005,0.1769616028203789,2.9482047916055723
88,0.255939975051693,2.4939630091215186,0.0005,0.1769616028203789,2.907471411216239
89,0.24385160485398227,2.4832639684275617,0.0005,0.19365609363840897,2.8782809015506494
90,0.2596915382030061,2.4600201409376874,0.0005,0.19031719547480294,2.8717150704092496
91,0.24843684870869281,2.4582057356983484,0.0005,0.18864774639299994,2.890368578629024
92,0.25385577328232933,2.471931889038277,0.0005,0.18030050098398492,2.9277051999692327
93,0.254689454026101,2.441822766959543,0.0005,0.19866444078431106,2.843434935221091
94,0.25969153822785174,2.469364928920948,0.0005,0.1752921537385759,2.886094935947348
95,0.25802417682726814,2.4365874383289547,0.0005,0.19699499180201496,2.8705824814575145
96,0.27094622759483117,2.423845247508785,0.0005,0.19365609363840897,2.840326216065625
97,0.2484368487055871,2.4327205757937764,0.0005,0.198664440883818,2.8425334821360337
98,0.25343893291044356,2.4407888745804436,0.0005,0.19699499180201496,2.8922286622711333
99,0.2588578575027143,2.4171698016889795,0.0005,0.19365609363840897,2.8881371228245145
